,AverageMInFile,ExternalRiskEstimate,MSinceMostRecentDelq,MSinceMostRecentInqexcl7days,MSinceMostRecentTradeOpen,MSinceOldestTradeOpen,MaxDelq2PublicRecLast12M,MaxDelqEver,NetFractionInstallBurden,NetFractionRevolvingBurden,NumBank2NatlTradesWHighUtilization,NumInqLast6M,NumInqLast6Mexcl7days,NumInstallTradesWBalance,NumRevolvingTradesWBalance,NumSatisfactoryTrades,NumTotalTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,NumTradesOpeninLast12M,PercentInstallTrades,PercentTradesNeverDelq,PercentTradesWBalance,label
5007,50,72,64,2,10,198,6,2,-8,47,0,3,3,1,3,10,11,1,1,1,18,91,100,1
8218,81,60,1,0,17,197,0,2,-8,6,1,0,0,1,3,16,18,1,1,0,17,78,40,0
8101,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
6171,61,67,44,1,3,166,6,6,63,74,3,3,3,4,5,24,24,0,0,3,54,96,100,1
4221,52,68,55,0,8,89,6,6,79,29,0,1,1,2,7,20,21,0,0,2,14,86,67,0
7195,46,56,14,0,6,152,6,5,54,68,3,0,0,4,6,17,20,2,0,3,45,75,92,1
4740,53,70,-7,2,16,81,6,8,78,32,0,1,1,2,9,17,17,1,1,0,24,100,73,1
10116,51,58,2,-7,3,123,3,5,32,51,1,4,3,2,9,22,23,1,0,4,13,83,65,0
4612,70,61,4,-7,7,178,4,6,68,31,1,0,0,3,3,26,27,0,0,2,52,89,86,0
4766,81,75,-7,0,1,183,7,8,-8,37,1,2,2,1,6,31,33,0,0,4,9,100,41,0
4180,63,78,-7,0,6,141,7,8,38,46,1,0,0,3,2,22,22,0,0,1,45,100,63,1
3920,150,71,-7,2,17,371,7,8,76,50,3,1,1,3,6,29,24,0,0,0,24,100,53,1
9167,52,68,62,-7,4,90,6,2,78,55,1,1,1,11,2,14,16,2,1,1,75,88,93,1
10052,98,63,-7,-7,18,213,6,8,-8,114,-8,0,0,1,1,4,4,2,2,0,50,100,100,0
1916,81,66,15,0,8,145,6,2,64,0,-8,1,0,3,0,13,14,1,1,1,36,71,60,0
8884,70,62,-7,0,3,331,5,7,100,90,4,5,5,2,7,14,18,0,0,7,50,94,100,0
6562,108,70,74,0,14,383,6,5,32,39,3,0,0,2,4,23,26,1,0,0,46,96,60,1
7308,25,60,10,0,7,51,4,6,82,90,1,16,16,4,5,18,23,0,0,6,52,96,100,0
7854,61,69,42,5,9,206,6,6,48,92,3,0,0,3,5,38,39,0,0,3,64,95,89,0
9936,62,64,63,0,8,116,5,5,-8,93,3,4,4,-8,5,7,9,1,0,1,22,67,100,0
1605,101,54,4,0,3,184,4,6,83,64,3,1,1,3,8,42,43,0,0,4,51,88,93,0
5306,14,67,-7,0,4,36,7,8,88,41,-8,3,0,3,1,6,6,0,0,3,67,100,80,0
5271,98,78,-7,0,4,274,7,8,80,0,0,2,2,2,0,5,6,0,0,2,67,100,50,1
456,21,70,-7,0,4,43,7,8,98,64,1,3,3,3,4,11,13,0,0,4,38,100,88,0
1516,71,78,-7,0,5,143,7,8,73,12,1,1,0,2,4,60,61,0,0,4,16,100,23,1
6451,88,68,79,0,14,350,0,5,-8,29,0,3,3,1,4,10,13,4,3,0,42,92,83,0
6963,137,82,79,0,43,324,6,6,-8,2,0,2,2,-8,1,9,10,0,0,0,20,90,25,0
10428,41,73,-7,-8,15,69,7,8,83,87,1,0,0,2,1,9,9,0,0,0,56,100,75,1
4713,32,76,-7,4,4,73,7,8,86,21,0,1,1,2,5,15,15,0,0,2,20,100,54,1
1664,15,79,-7,0,1,41,7,8,64,1,0,2,2,2,1,6,8,0,0,2,25,100,38,0
6780,93,78,22,-8,7,282,6,6,-8,31,0,0,0,1,3,8,9,0,0,1,22,78,83,1
3945,125,85,34,1,2,386,6,6,72,2,0,1,1,3,4,25,49,0,0,1,39,96,64,1
3486,72,92,-7,-8,11,233,7,8,-8,0,0,0,0,1,0,6,13,0,0,1,33,100,25,1
1209,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
525,23,62,12,-7,2,42,5,6,81,43,0,3,3,2,7,12,14,0,0,3,21,86,90,0
3568,83,73,-7,1,2,200,7,8,97,25,1,3,3,1,4,32,48,0,0,3,42,100,71,1
5227,68,77,30,0,4,181,6,5,69,4,0,1,1,2,3,27,28,1,0,2,46,89,45,1
9683,76,85,-7,2,9,149,7,8,18,14,0,2,2,2,2,17,17,0,0,1,41,100,80,1
7286,21,75,-7,0,6,61,5,7,-8,13,0,1,1,3,5,17,17,0,0,7,29,94,53,0
7537,51,57,-7,-7,3,90,7,8,75,68,4,2,2,4,6,35,35,0,0,6,40,100,71,0
7707,80,67,2,3,5,194,4,6,49,30,1,1,1,4,1,17,17,0,0,1,41,94,71,0
1523,95,89,-7,0,16,218,5,8,-8,3,0,0,0,1,3,25,26,0,0,0,38,100,57,1
9151,173,82,48,-7,75,197,6,5,-8,1,0,1,1,-8,6,12,14,1,0,0,7,93,67,1
3072,15,57,17,1,8,319,6,5,61,103,1,1,1,1,3,4,18,1,0,2,20,80,80,1
7970,41,73,77,5,6,118,6,5,47,40,1,0,0,3,4,26,27,2,1,5,56,96,88,0
9714,76,69,27,1,18,150,6,6,-8,34,1,1,1,1,1,19,21,0,0,0,33,95,67,0
8371,58,69,-7,0,13,133,7,8,77,36,2,4,4,4,5,34,36,0,0,0,22,100,45,0
465,36,67,25,0,2,83,6,6,89,39,0,3,3,8,4,30,32,0,0,8,44,97,80,1
6604,56,79,-7,-7,4,138,7,8,-8,12,0,0,0,2,4,26,27,0,0,3,19,100,70,1
6247,114,68,-7,2,12,205,7,8,-8,63,3,1,1,2,5,28,29,0,0,0,11,100,78,0
2246,63,63,27,-7,6,83,6,6,4,82,3,1,1,2,13,23,10,0,0,1,22,91,89,0
2577,84,91,-7,-7,20,244,7,8,51,0,0,0,0,2,0,12,15,0,0,0,43,100,50,1
1199,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
8889,50,79,14,0,9,206,6,6,-8,13,0,1,1,1,4,21,21,0,0,2,29,90,63,0
5553,72,75,59,6,1,131,6,5,98,4,0,0,0,2,4,61,63,1,0,3,13,98,38,1
10354,128,78,13,11,12,479,6,6,50,6,1,0,0,5,6,30,30,0,0,0,30,90,61,1
728,15,61,-7,2,2,35,7,8,81,0,-8,1,1,7,0,15,17,0,0,8,71,100,75,0
178,33,66,-7,0,7,93,7,8,97,58,4,2,2,2,8,23,24,0,0,3,33,100,63,0
7745,53,67,6,2,2,124,4,6,58,30,1,3,3,2,5,18,20,0,0,1,47,89,100,0
9871,106,82,-7,0,6,182,7,8,-8,65,0,0,0,2,2,10,10,0,0,1,30,100,80,1
8485,74,78,-7,-7,9,-8,7,8,80,35,1,0,0,4,3,41,44,0,0,2,37,100,88,1
54,74,78,23,0,6,368,5,6,19,10,0,3,3,2,8,42,43,0,0,3,49,98,67,0
5972,71,59,2,-7,7,182,4,6,-8,60,1,0,0,1,5,15,15,0,0,1,27,73,100,0
7717,96,89,-7,9,6,166,7,8,66,10,1,0,0,2,4,19,19,0,0,1,32,100,75,0
6045,93,81,32,1,9,234,6,6,17,16,0,2,2,3,4,27,29,0,0,1,19,89,47,1
8065,154,90,-7,16,17,451,7,8,9,3,0,0,0,3,1,11,12,0,0,0,33,100,50,1
2299,52,75,20,-7,6,212,6,5,44,16,-8,2,2,2,2,16,24,1,0,2,53,88,44,0
1985,127,68,20,0,2,319,6,6,47,29,2,0,0,4,9,26,28,0,0,2,29,93,62,0
5686,95,85,27,0,6,276,6,6,90,6,0,0,0,2,4,27,28,0,0,3,21,96,32,0
1757,39,74,-7,0,11,119,7,8,75,64,0,0,0,2,1,4,4,0,0,1,75,100,100,0
5736,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
5550,99,90,-7,-8,12,291,7,8,-8,0,0,0,0,1,1,17,19,0,0,0,41,100,50,1
1620,40,82,-7,0,3,86,7,8,82,16,0,1,1,2,2,9,10,0,0,2,30,100,50,0
8124,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
3292,81,86,-7,-8,12,202,7,8,19,11,0,0,0,2,3,25,6,0,0,0,28,100,63,1
9537,62,67,14,0,1,156,6,5,90,14,1,2,2,3,1,5,9,1,0,4,56,89,67,0
10332,49,73,9,21,9,113,4,6,87,7,0,0,0,2,1,7,7,0,0,2,43,86,100,1
10138,105,68,4,21,2,373,4,6,70,36,1,0,0,3,3,33,34,0,0,2,50,91,55,1
1853,106,80,9,0,5,277,4,6,95,5,0,0,0,2,3,16,17,0,0,3,24,88,45,1
8478,46,61,-7,-7,4,-8,7,8,79,62,5,9,9,8,6,31,33,0,0,1,39,100,74,0
5235,70,75,-7,0,6,142,7,8,101,67,1,1,1,2,2,16,18,0,0,4,56,100,100,1
10315,131,72,48,16,28,283,6,6,-8,27,0,0,0,1,3,17,18,1,1,0,17,94,57,1
4898,68,80,-7,1,1,206,7,8,89,25,0,2,2,3,4,19,21,0,0,4,52,100,70,0
220,54,81,-7,0,1,99,7,8,42,8,0,2,2,3,2,35,36,0,0,1,25,100,67,1
4468,76,70,-7,-7,9,270,7,8,90,59,4,0,0,1,6,14,14,0,0,2,7,100,54,0
10241,122,53,8,2,27,320,4,5,-8,64,3,1,1,1,8,14,18,2,0,0,11,61,77,0
4319,153,82,-7,0,21,395,7,8,-8,18,0,0,0,1,4,35,36,0,0,0,25,100,60,1
6538,75,63,0,0,5,137,4,6,55,34,0,1,1,2,3,20,21,0,0,1,19,81,71,0
2459,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
279,71,77,-7,0,14,173,6,8,66,19,1,0,0,3,8,39,42,0,0,0,31,100,50,1
1393,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
5867,9,72,-7,0,7,11,7,8,-8,17,-8,0,0,-8,2,2,2,0,0,2,0,100,100,0
10050,71,69,11,-7,8,176,4,6,81,28,0,1,1,4,4,18,19,0,0,1,47,84,73,1
8823,71,79,-7,0,5,130,7,8,88,32,0,2,2,7,2,31,32,0,0,2,55,100,75,0
2790,71,64,66,-7,1,168,6,2,70,91,1,3,3,4,2,22,21,2,2,2,33,96,100,0
8760,110,48,1,-7,14,214,0,2,-8,77,2,1,1,1,2,6,16,10,10,0,44,38,100,1
6290,68,75,-7,2,5,138,7,8,82,0,0,1,1,14,1,28,29,0,0,2,54,100,79,1
1698,80,72,9,0,12,275,4,6,58,56,1,0,0,2,1,4,5,0,0,0,60,80,75,0
1371,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
8358,56,71,-7,0,3,150,7,8,62,62,3,1,1,1,4,19,21,0,0,5,24,100,63,0
6971,117,81,35,10,9,325,6,5,31,3,0,0,0,2,2,20,21,1,0,3,52,95,63,1
7363,33,54,39,0,3,85,6,6,89,59,3,3,3,7,8,34,34,0,0,7,38,97,84,1
1229,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
1667,69,75,-7,0,4,198,7,8,97,46,2,0,0,2,4,30,30,0,0,3,13,100,67,0
3395,73,82,-7,0,3,222,7,8,100,8,0,2,2,2,3,38,39,0,0,3,31,100,38,1
7908,71,80,-7,0,11,188,7,8,-8,15,0,7,7,1,1,36,36,0,0,2,39,100,25,1
1587,97,79,-7,0,4,350,7,8,90,29,1,0,0,3,1,28,28,0,0,1,39,100,27,0
2490,91,58,1,-7,14,-8,0,2,-8,0,-8,1,1,1,1,6,0,5,5,0,67,56,100,0
8229,67,84,-7,0,2,138,7,8,78,15,0,2,2,3,3,21,22,0,0,3,55,100,86,1
3177,44,68,10,1,20,123,6,6,72,26,0,1,1,2,2,7,7,0,0,0,29,86,80,1
9682,87,90,-7,13,14,208,7,8,82,15,0,0,0,2,1,13,14,0,0,0,29,100,38,1
2770,113,73,-7,-7,2,251,7,8,108,45,6,6,6,3,16,56,63,0,0,4,33,100,76,0
9142,116,75,-7,-7,11,174,6,8,55,13,0,1,1,1,2,27,29,2,2,1,17,100,36,0
1417,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
9543,87,63,36,-7,8,239,5,5,87,61,1,0,0,3,3,17,18,3,2,3,39,94,75,0
4172,133,62,37,0,3,398,6,6,89,56,4,3,3,3,8,33,34,0,0,2,44,88,65,0
8323,70,68,17,4,7,267,6,6,65,31,0,1,1,4,8,31,31,0,0,1,45,90,80,1
3209,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
7980,90,85,-7,0,10,165,7,8,-8,0,0,2,2,2,1,16,16,0,0,1,31,100,50,1
5351,80,76,-7,-7,5,163,7,8,57,14,2,1,1,3,8,44,68,0,0,2,28,100,58,1
3678,87,57,2,0,11,229,4,2,-8,20,1,2,2,-8,9,33,56,2,1,1,23,83,47,1
805,73,84,-7,3,16,144,7,8,-8,5,0,1,1,-8,2,15,16,0,0,0,0,100,29,1
6744,148,84,-7,3,26,176,7,8,88,22,0,2,2,2,2,17,18,0,0,0,39,100,50,1
4025,110,71,-7,10,8,356,7,8,90,43,3,0,0,2,12,38,23,0,0,1,13,100,64,1
2218,96,68,18,0,8,198,6,6,65,54,2,8,8,3,6,37,37,0,0,2,27,97,56,0
9331,50,84,-7,6,5,132,7,8,17,19,0,0,0,4,2,22,22,0,0,2,36,100,86,1
7646,57,58,-7,-7,2,195,7,8,100,72,3,4,4,2,9,26,27,0,0,4,33,100,92,0
4398,54,69,-7,0,16,114,7,8,80,57,2,4,4,3,8,21,21,0,0,0,48,100,92,0
10240,86,80,16,11,5,220,6,6,99,2,-8,0,0,3,3,28,28,0,0,2,50,93,100,1
7767,49,67,7,0,2,143,4,6,76,53,1,5,5,1,2,11,12,0,0,2,25,83,43,1
1172,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
3145,83,79,-7,0,3,233,7,8,91,33,2,8,8,6,6,47,68,0,0,3,28,100,63,0
3018,84,78,-7,0,8,167,7,8,84,24,0,1,1,4,6,29,43,0,0,3,30,100,71,1
10165,109,87,-7,2,12,353,7,8,-8,3,0,1,1,1,3,17,17,0,0,0,12,100,44,1
3493,54,70,-7,2,4,-8,7,8,82,49,2,3,3,3,3,32,0,0,0,4,31,100,75,0
5651,66,76,-7,0,2,219,7,8,92,24,1,0,0,3,3,22,24,0,0,2,25,100,35,1
4330,117,59,2,0,91,164,4,5,-8,98,1,1,1,1,1,2,5,1,0,0,60,20,100,0
360,110,73,26,0,4,337,6,5,82,-8,-8,1,1,3,-8,6,9,2,0,2,67,67,100,1
3473,69,71,-7,1,1,151,7,8,101,53,1,2,2,7,4,33,8,0,0,1,26,100,79,1
8436,74,60,5,0,1,143,0,2,96,30,2,3,3,3,6,22,29,1,1,4,34,96,82,1
5392,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
7029,26,67,-7,0,5,147,7,8,96,32,1,3,3,1,6,11,11,0,0,8,9,100,78,0
10101,64,84,-7,-7,8,144,7,8,75,16,0,0,0,2,3,16,16,0,0,1,44,100,86,1
2860,88,62,10,2,18,236,4,6,57,49,2,3,3,2,10,26,45,0,0,0,23,88,75,1
9030,75,66,64,0,2,139,5,6,-8,69,1,1,1,1,8,15,18,0,0,1,33,94,100,0
3808,107,89,-7,-8,4,212,7,8,71,6,0,0,0,2,2,21,2,0,0,1,14,100,50,1
4957,108,56,1,0,10,199,0,2,45,83,1,1,1,3,5,33,36,5,4,1,28,89,50,1
5583,59,64,15,0,3,209,6,6,78,90,3,1,1,4,6,20,20,0,0,5,25,90,83,0
1522,24,64,75,0,4,58,6,4,81,-8,-8,1,1,2,-8,2,3,1,1,2,67,67,100,0
8919,76,61,29,0,6,128,5,3,43,99,-8,0,0,4,3,12,18,3,2,1,56,67,100,0
2022,56,75,69,0,3,98,6,6,-8,16,1,0,0,-8,3,20,20,0,0,2,20,95,33,0
3630,111,67,32,1,2,51,6,6,50,42,1,2,2,2,6,14,9,1,1,1,20,87,67,0
5052,67,81,-7,0,4,261,7,8,68,29,1,1,1,3,3,22,24,0,0,2,33,100,50,0
8501,104,79,27,-7,7,-8,6,6,49,27,0,0,0,3,5,20,20,0,0,2,55,95,100,1
1315,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4954,60,72,36,6,7,151,6,5,78,16,1,0,0,6,3,30,34,1,0,4,27,97,45,1
6042,65,87,-7,24,1,207,7,8,10,5,0,1,1,2,3,14,15,0,0,2,33,100,50,1
4881,62,55,3,0,15,248,0,5,31,8,0,2,2,2,1,19,22,2,1,0,64,86,75,1
4759,88,82,-7,14,15,237,7,8,48,7,0,0,0,2,4,28,31,0,0,0,13,100,43,1
8732,71,68,57,0,10,255,6,2,43,45,1,0,0,2,6,11,12,2,2,2,42,92,100,1
4032,73,79,0,-8,3,366,4,6,98,13,0,0,0,2,2,11,23,0,0,2,75,92,80,1
1731,82,75,-7,0,2,160,7,8,-8,19,1,3,3,3,10,46,48,0,0,2,17,100,41,0
4518,66,70,11,-7,5,238,4,6,-8,25,1,0,0,2,3,23,24,0,0,5,33,88,50,0
1590,38,63,15,0,4,110,6,6,87,63,0,3,3,2,1,4,5,0,0,2,60,80,100,0
5720,68,68,6,0,1,164,4,5,93,21,1,4,4,3,4,13,17,1,0,2,29,94,54,0
1406,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
1273,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
7596,87,88,-7,-7,0,197,7,8,-8,0,0,4,4,1,3,28,30,0,0,3,23,100,36,1
9548,69,76,25,-7,26,133,6,6,65,13,0,1,1,2,1,5,5,0,0,0,60,80,75,1
8888,34,63,-8,0,1,158,6,6,94,81,1,2,2,3,3,9,11,1,1,3,55,91,86,0
8759,48,70,-7,-7,4,97,7,8,68,45,2,3,3,2,4,20,20,0,0,4,50,100,60,1
750,71,74,-7,8,9,218,7,8,88,42,0,0,0,3,7,24,24,0,0,2,38,100,77,1
4447,64,56,-7,0,1,147,7,8,135,95,12,3,3,6,21,30,31,0,0,1,23,100,100,0
5645,43,62,-7,0,2,144,7,8,41,74,3,1,1,4,6,22,23,0,0,3,35,100,71,0
89,17,-9,-7,0,17,17,9,8,-8,-8,-8,0,0,-8,-8,1,1,0,0,0,100,100,-8,1
9645,117,59,9,0,16,382,4,3,18,36,0,2,2,2,3,18,23,10,9,0,35,65,56,0
8425,130,70,17,0,32,185,6,2,-8,5,0,0,0,1,1,6,9,3,2,0,11,67,50,1
2764,97,85,-7,-7,21,317,7,8,-8,5,1,1,1,-8,3,15,31,0,0,0,27,100,60,1
6049,52,80,-7,1,9,99,7,8,-8,10,0,1,1,-8,1,12,12,0,0,2,8,100,14,0
5353,58,85,-7,-7,3,201,7,8,97,11,-8,2,1,2,2,6,7,0,0,3,57,100,80,0
9429,72,66,16,0,6,174,6,4,87,37,4,1,0,2,9,29,32,3,2,2,19,87,65,0
7834,86,63,64,0,6,213,6,6,79,75,5,1,1,2,7,24,24,0,0,2,29,96,60,1
5606,51,71,16,0,2,155,6,6,98,24,0,4,3,3,3,18,21,0,0,2,24,81,46,0
2288,34,62,-7,-7,3,170,7,8,100,67,3,0,0,2,10,15,13,0,0,7,20,100,100,0
519,72,85,-7,-7,9,168,6,7,56,3,0,2,2,2,3,41,44,0,0,1,41,100,42,1
4675,124,69,-7,1,1,410,7,8,15,41,1,1,1,2,11,49,52,0,0,10,23,100,58,0
7162,112,65,3,0,8,238,4,2,-8,31,2,1,1,1,10,40,42,1,1,1,17,93,41,1
8643,75,77,29,0,17,194,6,2,47,4,0,2,2,2,1,18,19,1,1,0,53,95,60,1
9972,78,88,-7,0,10,414,7,8,43,8,0,0,0,1,1,8,8,0,0,1,25,100,40,1
9209,60,72,41,2,2,165,6,6,80,25,0,1,1,5,2,22,23,0,0,2,78,91,78,0
9408,107,77,-7,1,14,178,7,8,86,39,0,1,1,2,4,20,22,0,0,0,55,100,100,1
1230,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
7897,58,89,-7,1,6,151,7,8,97,14,0,2,2,1,1,5,6,0,0,3,17,100,50,0
4722,96,61,1,11,14,198,4,6,75,67,2,0,0,2,7,25,27,0,0,0,30,89,75,0
7994,82,77,-7,14,6,200,7,8,82,40,1,0,0,3,4,26,26,0,0,1,38,100,78,1
6133,95,72,19,-8,14,391,6,6,72,30,1,0,0,2,8,15,15,0,0,0,27,87,91,1
108,154,92,-7,-7,15,152,7,8,79,7,0,0,0,2,2,14,15,0,0,0,47,100,80,1
3112,80,64,3,12,3,152,4,6,-8,18,1,0,0,1,6,31,42,0,0,2,22,94,50,0
7777,83,85,-7,21,8,186,7,8,79,9,0,0,0,2,2,22,22,0,0,2,18,100,36,1
6658,73,85,-7,-7,35,109,7,8,-8,2,0,1,0,-8,1,4,5,0,0,0,0,100,33,1
2583,71,70,33,-7,1,258,6,2,54,69,3,0,0,3,6,19,43,2,1,2,17,91,82,0
5179,95,65,4,0,15,194,4,6,-8,51,2,4,4,1,4,19,20,0,0,0,50,95,83,0
7315,54,83,-7,0,15,104,7,8,52,57,0,0,0,3,2,22,22,0,0,0,45,100,56,0
2707,74,77,75,-7,2,227,6,6,90,24,1,1,1,9,12,66,76,0,0,4,30,99,58,1
7902,86,62,2,0,3,340,3,5,64,50,3,2,2,2,6,21,23,1,0,3,17,91,67,0
3219,101,86,16,18,1,404,6,6,48,3,0,0,0,1,4,24,29,0,0,3,24,97,38,1
1949,38,59,-7,0,3,168,7,8,90,85,4,1,1,5,10,21,21,0,0,12,38,100,94,0
1281,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
7026,113,63,38,12,100,133,6,6,-8,79,-8,0,0,-8,1,4,5,1,1,0,80,80,100,0
3719,66,74,8,7,15,254,4,6,41,6,1,1,1,4,6,39,74,0,0,0,38,95,53,1
2233,41,66,41,0,2,64,6,6,47,67,2,3,2,3,3,21,22,0,0,2,27,95,50,0
9481,15,75,-7,0,6,23,7,8,100,17,0,0,0,1,1,2,2,0,0,1,50,100,100,0
5614,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
5877,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
3143,69,78,-7,0,28,200,7,8,-8,30,1,1,1,-8,2,3,6,0,0,0,0,100,100,0
9943,50,73,-7,0,6,102,7,8,57,49,1,1,1,1,3,17,17,0,0,1,35,100,57,0
8450,34,64,35,0,1,142,6,2,67,24,0,2,2,3,5,12,21,2,2,6,33,85,67,0
7048,52,69,54,0,9,218,6,6,-8,35,1,5,5,2,5,28,29,0,0,1,41,97,70,0
479,155,75,-7,0,13,351,6,7,-8,56,2,0,0,1,7,25,25,0,0,0,16,100,60,1
6884,62,68,4,1,5,203,4,6,-8,1,1,3,3,1,2,28,29,2,2,1,21,96,25,1
3608,43,70,-7,0,3,258,6,8,58,5,0,6,6,2,12,27,41,1,1,8,15,100,67,0
7030,99,71,-7,0,7,184,7,8,-8,86,4,3,3,-8,6,14,14,0,0,1,14,100,75,1
8942,92,81,-7,0,19,163,7,8,58,16,0,0,0,2,1,16,16,0,0,0,50,100,38,1
6601,120,86,-8,-7,12,255,6,6,-8,4,0,4,4,-8,3,19,26,0,0,0,40,95,43,1
5546,69,88,-7,5,5,218,7,8,-8,1,0,1,1,1,2,16,16,0,0,1,63,100,50,1
3013,93,75,14,2,3,378,6,4,59,4,0,1,1,5,5,29,32,3,1,4,33,84,56,1
1179,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4897,74,82,-7,6,5,175,7,8,-8,52,0,0,0,1,1,29,30,0,0,2,21,100,67,0
7342,56,57,2,0,7,162,4,6,-8,85,2,0,0,1,3,15,15,0,0,1,27,87,100,0
553,8,58,-7,-7,2,22,7,8,76,101,1,2,2,3,1,4,6,0,0,5,50,100,100,0
3144,82,73,-7,3,3,320,7,8,91,26,1,3,2,4,4,33,23,0,0,8,21,100,45,1
9889,38,70,-7,0,5,105,7,8,-8,21,0,1,1,1,3,12,13,1,1,1,17,100,57,0
9332,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
1032,42,73,-7,-7,24,69,7,8,37,54,1,1,0,1,5,7,7,0,0,0,14,100,86,0
911,97,93,-7,3,13,244,7,8,99,0,0,1,1,2,1,9,10,0,0,0,33,100,75,1
3764,87,89,-7,4,4,277,7,8,9,2,0,1,1,2,1,25,27,0,0,3,30,100,30,1
3768,84,81,-7,1,0,216,7,8,-8,0,0,1,1,4,1,25,35,0,0,1,35,100,38,0
6366,27,65,-7,0,4,53,7,8,79,73,2,2,2,4,5,16,16,0,0,5,44,100,100,0
3190,17,67,-7,3,6,134,7,8,58,61,1,2,2,2,4,8,49,0,0,5,25,100,75,0
3503,48,76,-7,8,10,187,7,8,53,1,1,1,0,2,2,18,46,0,0,1,50,100,57,0
1247,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0
4241,76,77,-7,0,7,146,7,8,-8,41,2,0,0,1,5,30,30,0,0,2,33,100,75,1
6219,115,82,-7,19,20,213,7,8,80,38,1,0,0,3,3,27,27,0,0,0,22,100,75,1
2556,46,77,-7,-7,1,98,7,8,92,2,0,4,4,3,3,22,33,0,0,5,30,100,46,0
9838,45,60,-8,0,6,185,6,6,95,98,1,2,2,3,3,14,15,2,2,3,67,93,100,0
5589,142,72,28,0,8,349,6,6,57,1,0,1,1,4,1,32,34,0,0,2,26,82,30,1
3476,187,90,-7,-8,53,325,7,8,-8,0,0,0,0,-8,1,14,19,0,0,0,14,100,11,1
1907,49,58,24,0,3,89,6,6,61,68,1,1,1,1,9,15,16,1,1,2,20,67,83,0
6471,42,63,-7,0,3,208,7,8,92,165,-8,3,2,4,1,8,8,0,0,3,88,100,100,0
1162,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
6590,36,68,-7,0,2,107,7,8,62,64,3,2,1,4,6,16,17,0,0,4,47,100,83,0
7137,133,82,-7,0,28,317,6,8,5,19,0,1,1,2,1,15,15,0,0,0,47,100,50,0
